timestamp,open,high,low,close,volume,complete
2025-05-10T11:45:00Z,102503.42,103001.91,102503.42,102701.02,7.62627749,true
2025-05-10T11:30:00Z,102912.65,103076.64,102503.42,102503.42,8.30274481,true
2025-05-10T11:15:00Z,102503.42,103141.12,102503.42,102912.65,8.44663959,true
2025-05-10T11:00:00Z,102859.29,103185.23,102503.42,102503.42,8.41134651,true
2025-05-10T10:45:00Z,102503.42,103113.27,102503.42,102859.29,7.08521263,true
2025-05-10T10:30:00Z,103172.24,103288.83,102503.42,102503.42,7.91567445,true
2025-05-10T10:15:00Z,102989.66,103272.95,102503.42,103172.24,10.62127086,true
2025-05-10T10:00:00Z,102754.45,103258.35,102503.42,102989.66,9.83131936,true
2025-05-10T09:45:00Z,102605.93,103225.54,102503.42,102754.45,11.43326834,true
2025-05-10T09:30:00Z,102503.42,103058.09,102503.42,102605.93,8.03702249,true
2025-05-10T09:15:00Z,102726.04,103019.03,102503.42,102503.42,8.33776738,true
2025-05-10T09:00:00Z,102767.69,103217.94,102726.04,102726.04,7.34310567,true
2025-05-10T08:45:00Z,103223.44,103353.24,102767.69,102767.69,8.62125085,true
2025-05-10T08:30:00Z,103212.89,103331.77,102982.65,103223.44,11.57302924,true
2025-05-10T08:15:00Z,102503.42,103224.97,102503.42,103212.89,14.1103682,true
2025-05-10T08:00:00Z,102863.66,103012.95,102503.42,102503.42,7.68343502,true
2025-05-10T07:45:00Z,102781.47,103159.32,102646.76,102863.66,7.29594591,true
2025-05-10T07:30:00Z,102503.42,103118.93,102503.42,102781.47,7.77012772,true
2025-05-10T07:15:00Z,102503.43,102913.44,102503.42,102503.42,7.77521579,true
2025-05-10T07:00:00Z,102503.42,103112.27,102503.42,102503.43,13.22069784,true
2025-05-10T06:45:00Z,102503.42,102782.61,102503.42,102503.42,9.69479615,true
2025-05-10T06:30:00Z,102503.42,102773.98,102503.42,102503.42,8.40609732,true
2025-05-10T06:15:00Z,102503.42,102770.66,102503.42,102503.42,9.47498753,true
2025-05-10T06:00:00Z,102503.42,102763.37,102503.42,102503.42,9.87480848,true
2025-05-10T05:45:00Z,102647.71,102717.79,102503.42,102503.42,8.39926589,true
2025-05-10T05:30:00Z,102636.39,102677.61,102503.42,102647.71,8.75551034,true
2025-05-10T05:15:00Z,102503.42,102646.3,102503.42,102636.39,9.86973378,true
2025-05-10T05:00:00Z,102503.42,102627.89,102503.42,102503.42,7.98353418,true
2025-05-10T04:45:00Z,102605.93,102626.31,102503.42,102503.42,8.12548962,true
2025-05-10T04:30:00Z,102503.42,102626.31,102503.42,102605.93,7.56485342,true
2025-05-10T04:15:00Z,102503.42,102629.87,102503.42,102503.42,7.28198794,true
2025-05-10T04:00:00Z,102503.42,102629.87,102503.42,102503.42,10.86193699,true
2025-05-10T03:45:00Z,102503.42,102615.86,102503.42,102503.42,11.36278766,true
2025-05-10T03:30:00Z,102503.42,102606.93,102503.42,102503.42,7.6799913,true
2025-05-10T03:15:00Z,102504.42,102606.93,102503.42,102503.42,8.04576525,true
2025-05-10T03:00:00Z,102503.42,102627.96,102503.42,102504.42,13.08846843,true
2025-05-10T02:45:00Z,102503.42,102535.83,102503.42,102503.42,7.95185146,true
2025-05-10T02:30:00Z,101454.89,102513.61,100708.28,102503.42,8.59336016,true
2025-05-10T02:15:00Z,102207.04,102503.42,101454.89,101454.89,13.84942316,true
