timestamp,open,high,low,close,volume,complete
2025-05-04T21:00:00.000000000Z,1.13062,1.13088,1.13032,1.13035,44,true
2025-05-04T21:15:00.000000000Z,1.13036,1.13048,1.1303,1.1303,25,true
2025-05-04T21:30:00.000000000Z,1.1303,1.13034,1.12968,1.12992,223,true
2025-05-04T21:45:00.000000000Z,1.12988,1.13061,1.12962,1.13018,255,true
2025-05-04T22:00:00.000000000Z,1.1302,1.13096,1.1298,1.13037,985,true
2025-05-04T22:15:00.000000000Z,1.13036,1.13096,1.13029,1.13086,1066,true
2025-05-04T22:30:00.000000000Z,1.13083,1.13138,1.13077,1.13134,1008,true
2025-05-04T22:45:00.000000000Z,1.13133,1.1315,1.13057,1.1306,640,true
2025-05-04T23:00:00.000000000Z,1.13062,1.13066,1.13024,1.13036,489,true
2025-05-04T23:15:00.000000000Z,1.13034,1.13122,1.13034,1.13122,689,true
2025-05-04T23:30:00.000000000Z,1.13122,1.13216,1.13112,1.13206,857,true
2025-05-04T23:45:00.000000000Z,1.13206,1.1328,1.13204,1.13213,1621,true
2025-05-05T00:00:00.000000000Z,1.13214,1.13241,1.1316,1.13202,1452,true
2025-05-05T00:15:00.000000000Z,1.13202,1.13218,1.13144,1.13167,1348,true
2025-05-05T00:30:00.000000000Z,1.13168,1.13177,1.13144,1.13176,1106,true
2025-05-05T00:45:00.000000000Z,1.13176,1.13232,1.13153,1.13226,1283,true
2025-05-05T01:00:00.000000000Z,1.13228,1.13329,1.13228,1.13323,2096,true
2025-05-05T01:15:00.000000000Z,1.13324,1.134,1.13312,1.1337,2217,true
2025-05-05T01:30:00.000000000Z,1.13372,1.13401,1.1326,1.13266,2282,true
2025-05-05T01:45:00.000000000Z,1.13268,1.13364,1.13262,1.1335,1631,true
2025-05-05T02:00:00.000000000Z,1.13352,1.13408,1.13318,1.1334,1706,true
2025-05-05T02:15:00.000000000Z,1.1334,1.13418,1.13318,1.13398,1273,true
2025-05-05T02:30:00.000000000Z,1.13399,1.13469,1.1339,1.13434,1252,true
2025-05-05T02:45:00.000000000Z,1.13432,1.13468,1.13385,1.13424,1176,true
2025-05-05T03:00:00.000000000Z,1.13424,1.13426,1.13322,1.13328,1180,true
2025-05-05T03:15:00.000000000Z,1.13328,1.13362,1.13309,1.13361,857,true
2025-05-05T03:30:00.000000000Z,1.1336,1.13364,1.13286,1.133,677,true
2025-05-05T03:45:00.000000000Z,1.13302,1.13325,1.13285,1.13323,732,true
2025-05-05T04:00:00.000000000Z,1.13324,1.13392,1.13319,1.13366,1116,true
2025-05-05T04:15:00.000000000Z,1.13366,1.13376,1.13336,1.13366,829,true
2025-05-05T04:30:00.000000000Z,1.13368,1.13374,1.13287,1.13342,946,true
2025-05-05T04:45:00.000000000Z,1.13343,1.1339,1.13336,1.13374,960,true
2025-05-05T05:00:00.000000000Z,1.13375,1.13466,1.13352,1.13463,1563,true
2025-05-05T05:15:00.000000000Z,1.13464,1.13476,1.13426,1.13448,1525,true
2025-05-05T05:30:00.000000000Z,1.13449,1.13475,1.13363,1.13373,2203,true
2025-05-05T05:45:00.000000000Z,1.13372,1.13409,1.13304,1.13334,2292,true
2025-05-05T06:00:00.000000000Z,1.13333,1.13362,1.13278,1.13322,2789,true
2025-05-05T06:15:00.000000000Z,1.13322,1.13372,1.13242,1.13272,2085,true
2025-05-05T06:30:00.000000000Z,1.13268,1.13284,1.13182,1.1325,2742,true
2025-05-05T06:45:00.000000000Z,1.13249,1.1331,1.13182,1.13261,2417,true
2025-05-05T07:00:00.000000000Z,1.1326,1.13288,1.13188,1.13262,2603,true
2025-05-05T07:15:00.000000000Z,1.1326,1.1331,1.13202,1.1322,2014,true
2025-05-05T07:30:00.000000000Z,1.1322,1.13275,1.13194,1.13235,2062,true
2025-05-05T07:45:00.000000000Z,1.13238,1.13242,1.1313,1.1313,2233,true
2025-05-05T08:00:00.000000000Z,1.1313,1.13263,1.13114,1.13255,2547,true
2025-05-05T08:15:00.000000000Z,1.13253,1.13274,1.13215,1.13248,1808,true
2025-05-05T08:30:00.000000000Z,1.1325,1.13284,1.13196,1.13275,2144,true
2025-05-05T08:45:00.000000000Z,1.13274,1.13328,1.13212,1.13264,2869,true
2025-05-05T09:00:00.000000000Z,1.13266,1.13394,1.13264,1.13368,2316,true
2025-05-05T09:15:00.000000000Z,1.13368,1.13419,1.13314,1.13406,2049,true
2025-05-05T09:30:00.000000000Z,1.13406,1.13443,1.13373,1.13414,2559,true
2025-05-05T09:45:00.000000000Z,1.13416,1.13416,1.13356,1.13414,2108,true
2025-05-05T10:00:00.000000000Z,1.13416,1.13452,1.13338,1.13338,2198,true
2025-05-05T10:15:00.000000000Z,1.13338,1.13417,1.13329,1.134,1707,true
2025-05-05T10:30:00.000000000Z,1.134,1.13422,1.13358,1.13402,1510,true
2025-05-05T10:45:00.000000000Z,1.13404,1.13456,1.13375,1.13447,1459,true
2025-05-05T11:00:00.000000000Z,1.13446,1.13576,1.13432,1.13524,2104,true
2025-05-05T11:15:00.000000000Z,1.13522,1.13582,1.13492,1.13492,1793,true
2025-05-05T11:30:00.000000000Z,1.13492,1.13498,1.13406,1.13412,1939,true
2025-05-05T11:45:00.000000000Z,1.13413,1.13488,1.134,1.13426,1920,true
2025-05-05T12:00:00.000000000Z,1.13424,1.13508,1.13402,1.13434,2681,true
2025-05-05T12:15:00.000000000Z,1.13436,1.13618,1.13424,1.13586,3213,true
2025-05-05T12:30:00.000000000Z,1.13588,1.136,1.13484,1.13503,2724,true
2025-05-05T12:45:00.000000000Z,1.13502,1.13634,1.13492,1.13599,2583,true
2025-05-05T13:00:00.000000000Z,1.136,1.1365,1.13568,1.13618,2261,true
2025-05-05T13:15:00.000000000Z,1.13619,1.13624,1.13554,1.13576,2002,true
2025-05-05T13:30:00.000000000Z,1.13577,1.1361,1.13522,1.13555,2720,true
2025-05-05T13:45:00.000000000Z,1.13554,1.1361,1.13522,1.13545,2790,true
2025-05-05T14:00:00.000000000Z,1.13532,1.13532,1.13344,1.13466,6038,true
2025-05-05T14:15:00.000000000Z,1.13464,1.1347,1.13396,1.13465,3476,true
2025-05-05T14:30:00.000000000Z,1.13466,1.13469,1.13306,1.1342,3384,true
2025-05-05T14:45:00.000000000Z,1.1342,1.13432,1.13349,1.13386,3480,true
2025-05-05T15:00:00.000000000Z,1.13385,1.13413,1.1329,1.1331,3273,true
2025-05-05T15:15:00.000000000Z,1.13312,1.13335,1.13284,1.13293,1983,true
2025-05-05T15:30:00.000000000Z,1.13294,1.13316,1.13168,1.13202,2417,true
2025-05-05T15:45:00.000000000Z,1.132,1.13215,1.13126,1.13144,1896,true
2025-05-05T16:00:00.000000000Z,1.13144,1.13144,1.13,1.1301,2807,true
2025-05-05T16:15:00.000000000Z,1.1301,1.1305,1.12999,1.13018,1537,true
2025-05-05T16:30:00.000000000Z,1.13018,1.1309,1.13016,1.13084,1608,true
2025-05-05T16:45:00.000000000Z,1.13085,1.13092,1.12992,1.13025,1302,true
2025-05-05T17:00:00.000000000Z,1.13023,1.13085,1.1302,1.13068,1405,true
